web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212484-187","https://www.expat-dakar.com/climatisation?page=2","SPLIT HAIER 12000BTU 1.5CV GAZ 410
Neuf
Point-e,
Dakar

Hier, 10:39

180 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/split-haier-12000btu-15cv-gaz-410-6082592","SPLIT HAIER 12000BTU 1.5CV GAZ 410","Neuf","Point-e

Dakar","180 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b99cf6892674f6c9253f2681e761a926/-/horizon-files-prod/ed/picture/q9m94krw/20e1f5582ca60f2f38b86d6423f4fb989aa97075.jpg"
"1717212487-188","https://www.expat-dakar.com/climatisation?page=2","SPLIT HISENSE 9000 BTU
Neuf
Plateau,
Dakar

Hier, 10:43

Vendeur vérifié

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/split-hisense-9000-btu-5723423","SPLIT HISENSE 9000 BTU","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2a2571fbfd34b0c101e0f7cd6e65642e/-/horizon-files-prod/ed/picture/q787gmjd/0e4879f5b9a1e9ac329ed7ba6176eb929a1cf3fa.jpg"
"1717212493-189","https://www.expat-dakar.com/climatisation?page=1","SPLIT MIDEA 12000BTU 1.5CV/GAZ
Neuf
Point-e,
Dakar

Hier, 10:43

210 000 F Cfa

766911515","https://www.expat-dakar.com/annonce/split-midea-12000btu-15cvgaz-6082595","SPLIT MIDEA 12000BTU 1.5CV/GAZ","Neuf","Point-e

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2998fd297415f3be70c34b17f5bc29dd/-/horizon-files-prod/ed/picture/qq47pzwk/b7ee4fd04892b0f89040963a87b8bcda342d455a.jpg"
"1717212495-190","https://www.expat-dakar.com/climatisation?page=1","CLIMATISEUR 2.5CV A++ ELACTRON
Neuf
Plateau,
Dakar

Hier, 11:10

230 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/climatiseur-25cv-a-elactron-6082623","CLIMATISEUR 2.5CV A++ ELACTRON","Neuf","Plateau

Dakar","230 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/769d84610af1184d1d36933e8ba19b86/-/horizon-files-prod/ed/picture/q785nj0e/69381e9d1f5688cdb00e893718fb65359a4c25be.jpg"
"1717212498-191","https://www.expat-dakar.com/climatisation?page=1","SPLIT SHARP 12000BTU(1.5CV)
Neuf
Ouakam,
Dakar

Hier, 11:19

Vendeur vérifié

179 900 F Cfa

200 000 F Cfa

Économisez 10.1%

770521414

709557473","https://www.expat-dakar.com/annonce/split-sharp-12000btu15cv-6082635","SPLIT SHARP 12000BTU(1.5CV)","Neuf","Ouakam

Dakar","179 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aa07047d4f8b291bffb4d6621733ec26/-/horizon-files-prod/ed/picture/qgq92m88/8b9301a6dee05a25a4bad642317eff2c2328d9bb.jpg"
"1717212500-192","https://www.expat-dakar.com/climatisation?page=1","CLIMATISEUR 1.5 12000BTU HISENSE
Neuf
Plateau,
Dakar

Hier, 12:23

170 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/climatiseur-15-12000btu-hisense-6051851","CLIMATISEUR 1.5 12000BTU HISENSE","Neuf","Plateau

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/114754b5f72d126eef6f01c5a8f039bb/-/horizon-files-prod/ed/picture/qq470w07/408fd0d5133d18918b75f00aa2b1dc2bdbeb2310.jpg"
"1717212503-193","https://www.expat-dakar.com/climatisation?page=1","CLIMATISEUR SPLIT SHARP 12000BTU 1.5 CV INVENTER
Neuf
Plateau,
Dakar

Hier, 22:03

260 000 F Cfa

310 000 F Cfa

Économisez 16.1%

775267261","https://www.expat-dakar.com/annonce/climatiseur-split-sharp-12000btu-15-cv-inventer-2969722","CLIMATISEUR SPLIT SHARP 12000BTU 1.5 CV INVENTER","Neuf","Plateau

Dakar","260 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6eb21de04dd7f4ed9c19133d31a564f8/-/horizon-files-prod/ed/picture/q648e9v/fa1fdc52a8e501444dc3678a8c7c78b0ad013bc9.jpg"
"1717212505-194","https://www.expat-dakar.com/climatisation?page=1","Split Hisense 1.5
Neuf
Plateau,
Dakar

Hier, 22:33

165 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-hisense-15-5987144","Split Hisense 1.5","Neuf","Plateau

Dakar","165 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/20115ff6bd72f67291d69309006773fc/-/horizon-files-prod/ed/picture/q6xk4n6g/33a18ea22760d360c1ddb261ed82f17c8e681309.jpg"
"1717212508-195","https://www.expat-dakar.com/climatisation?page=1","Split Smart 1.5
Neuf
Plateau,
Dakar

Hier, 22:35

139 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-smart-15-6056838","Split Smart 1.5","Neuf","Plateau

Dakar","139 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f6098bde9af209e992f375a73ae8e26/-/horizon-files-prod/ed/picture/qpd6vvwv/7bc171e4eadea9bd39104ef930cb3a449b0f4638.jpg"
"1717212511-196","https://www.expat-dakar.com/climatisation?page=1","Split Smart Technology 1.25 9000BTU
Neuf
Plateau,
Dakar

Hier, 22:36

125 000 F Cfa

776270457

766858780","https://www.expat-dakar.com/annonce/split-smart-technology-125-9000btu-6049264","Split Smart Technology 1.25 9000BTU","Neuf","Plateau

Dakar","125 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a88fd0a8d2886303aef7021492227abf/-/horizon-files-prod/ed/picture/qenq452j/b92dccfa702dbc68f5db6a6e28271a5df5e6f47c.jpg"
"1717212513-197","https://www.expat-dakar.com/climatisation?page=1","PROMO VENTILATEUR MIDEA MURAL AVEC COMMANDE
Neuf
Plateau,
Dakar

Hier, 23:02

29 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-ventilateur-midea-mural-avec-commande-6083143","PROMO VENTILATEUR MIDEA MURAL AVEC COMMANDE","Neuf","Plateau

Dakar","29 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab0eca09de07ebd73c090b92127928db/-/horizon-files-prod/ed/picture/qzvdgze6/067b3612346e3917bd5660e313c205f338ec6990.jpg"
"1717212517-198","https://www.expat-dakar.com/climatisation?page=1","PROMO SPLIT ASTECH 24000BTU 3CV
Neuf
Plateau,
Dakar

Aujourd'hui, 01:07

319 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-split-astech-24000btu-3cv-6083181","PROMO SPLIT ASTECH 24000BTU 3CV","Neuf","Plateau

Dakar","319 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/aac0c28d22f4947507045805fcf18c73/-/horizon-files-prod/ed/picture/qj4rvp76/18d77266ef140286aa941c6cb6155a2d9a5a19b5.jpg"
