web-scraper-order,web-scraper-start-url,article_link,article_link-href,details,etat,adresse,prix,image_lien-src
"1717212414-137","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","Réfrigérateur bar Élactron 2portes
Neuf
Ouakam,
Dakar

jeudi, 11:26

Vendeur vérifié

94 900 F Cfa

100 000 F Cfa

Économisez 5.1%

770521414

709557473","https://www.expat-dakar.com/annonce/refrigerateur-bar-elactron-2portes-6049129","Réfrigérateur bar Élactron 2portes","Neuf","Ouakam

Dakar","100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d6c2d705227a3330f03585e524194f21/-/horizon-files-prod/ed/picture/qq470d26/9e114f6aa0bd4484a20aa45890a1bd5f95a42d4a.jpg"
"1717212418-138","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","congélateur astech 400l A+
Neuf
Ouakam,
Dakar

jeudi, 11:27

Vendeur vérifié

219 900 F Cfa

249 999 F Cfa

Économisez 12%

770521414

709557473","https://www.expat-dakar.com/annonce/congelateur-astech-400l-a-6071472","congélateur astech 400l A+","Neuf","Ouakam

Dakar","249 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ce8ec63db85332f2c6c8f764e3e81ab/-/horizon-files-prod/ed/picture/qwe2dpkm/c748adfc0c872202a6661d35c614a51d43c8ba82.jpg"
"1717212421-139","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","PROMO RÉFRIGÉRATEUR 53LITRES SMART TECHNOLOGY BAR 2PORTES
Neuf
Plateau,
Dakar

jeudi, 15:51

72 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-53litres-smart-technology-bar-2portes-6082010","PROMO RÉFRIGÉRATEUR 53LITRES SMART TECHNOLOGY BAR 2PORTES","Neuf","Plateau

Dakar","72 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d200e1b86457adeffb0b846bfdfdf21/-/horizon-files-prod/ed/picture/qrzvd8v2/edeb18da740578a3a5ff4f9ad624099f13d173fb.jpg"
"1717212426-140","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","PROMO CONGÉLATEUR 400LITRES SMART TECHNOLOGY HORIZONTAL
Neuf
Plateau,
Dakar

jeudi, 16:09

215 000 F Cfa

783860578","https://www.expat-dakar.com/annonce/promo-congelateur-400litres-smart-technology-horizontal-6082033","PROMO CONGÉLATEUR 400LITRES SMART TECHNOLOGY HORIZONTAL","Neuf","Plateau

Dakar","215 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b1f22cbc76c923bb8a797adef7198e1/-/horizon-files-prod/ed/picture/qxj24ppj/c28e33ace4d5ac6bb77eb168fca55d81b59109e9.jpg"
"1717212431-141","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=7","PROMO CONGÉLATEUR 250LITRES SMART TECHNOLOGY HORIZONTAL
Neuf
Plateau,
Dakar

jeudi, 16:19

139 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/promo-congelateur-250litres-smart-technology-horizontal-6082042","PROMO CONGÉLATEUR 250LITRES SMART TECHNOLOGY HORIZONTAL","Neuf","Plateau

Dakar","139 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/46f40427b657a4a0679b2c7ee5f9e8f9/-/horizon-files-prod/ed/picture/qenqgvv2/86cadace6f40f068a72a0171124d1da6d406227b.jpg"
"1717212440-142","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO CONGÉLATEUR 200LITRES SMART TECHNOLOGY HORIZONTAL
Neuf
Plateau,
Dakar

jeudi, 16:42

129 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-congelateur-200litres-smart-technology-horizontal-6082061","PROMO CONGÉLATEUR 200LITRES SMART TECHNOLOGY HORIZONTAL","Neuf","Plateau

Dakar","129 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b27142c666a858e1946a4e0aebc2997f/-/horizon-files-prod/ed/picture/q2jqp0k8/6febc5a3c50b1721ec70d6b2b8715293bb960f84.jpg"
"1717212443-143","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO RÉFRIGÉRATEUR 274LITRES ASTECH VITRINE
Neuf
Plateau,
Dakar

jeudi, 16:58

269 000 F Cfa

784626090

784626090","https://www.expat-dakar.com/annonce/promo-refrigerateur-274litres-astech-vitrine-6082071","PROMO RÉFRIGÉRATEUR 274LITRES ASTECH VITRINE","Neuf","Plateau

Dakar","269 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/21be1899de89c658d8815faf95e405e9/-/horizon-files-prod/ed/picture/qngxrp9e/99e1bfe59f7f93f9190ef95ecf9496b3de95b102.jpg"
"1717212447-144","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO CONGÉLATEUR 206LITRES ASTECH 6TIROIRS NO FROST
Neuf
Plateau,
Dakar

jeudi, 17:05

279 000 F Cfa

776862827","https://www.expat-dakar.com/annonce/promo-congelateur-206litres-astech-6tiroirs-no-frost-6082074","PROMO CONGÉLATEUR 206LITRES ASTECH 6TIROIRS NO FROST","Neuf","Plateau

Dakar","279 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c998d80098d309af41cd376e0980f69/-/horizon-files-prod/ed/picture/q8v5q4mj/beae4a12167ef86c8fa53acdc11bbb4029443d7d.jpg"
"1717212451-145","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO CONGÉLATEUR 380LITRES ASTECH 7TIROIRS
Neuf
Plateau,
Dakar

jeudi, 17:11

379 000 F Cfa

781066640

781066640","https://www.expat-dakar.com/annonce/promo-congelateur-380litres-astech-7tiroirs-6082077","PROMO CONGÉLATEUR 380LITRES ASTECH 7TIROIRS","Neuf","Plateau

Dakar","379 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c512d9bb73bad0a0084072394ce2bc9/-/horizon-files-prod/ed/picture/qxj24pgj/2ef66d5184a00f4e81ae1e44c998b8a3c423215c.jpg"
"1717212455-146","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO RÉFRIGÉRATEUR 622LITRES ASTECH SIDE BY SIDE 2PORTES
Neuf
Plateau,
Dakar

jeudi, 17:35

498 000 F Cfa

776096472

776096472","https://www.expat-dakar.com/annonce/promo-refrigerateur-622litres-astech-side-by-side-2portes-6082083","PROMO RÉFRIGÉRATEUR 622LITRES ASTECH SIDE BY SIDE 2PORTES","Neuf","Plateau

Dakar","498 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ffdbbdc7cf405645e1a6818711228f16/-/horizon-files-prod/ed/picture/q2jqp078/f47b26a3f8ad8ad0a8d22c7b89c324f7451541c9.jpg"
"1717212459-147","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO RÉFRIGÉRATEUR 384LITRES ASTECH VITRINE 1 PORTE
Neuf
Plateau,
Dakar

jeudi, 17:48

329 000 F Cfa

774714823","https://www.expat-dakar.com/annonce/promo-refrigerateur-384litres-astech-vitrine-1-porte-6082088","PROMO RÉFRIGÉRATEUR 384LITRES ASTECH VITRINE 1 PORTE","Neuf","Plateau

Dakar","329 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c1e7dd32317842b4237bc0e0658e943/-/horizon-files-prod/ed/picture/q6xk0dn4/5e06c5893313de769f43fd4d2909645c357ddd84.jpg"
"1717212462-148","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO RÉFRIGÉRATEUR 614LITRES SAMSUNG SIDE BY SIDE FAMILY
Neuf
Plateau,
Dakar

jeudi, 18:14

2 200 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/promo-refrigerateur-614litres-samsung-side-by-side-family-6082095","PROMO RÉFRIGÉRATEUR 614LITRES SAMSUNG SIDE BY SIDE FAMILY","Neuf","Plateau

Dakar","2 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e221529811625fdc0c8c74b854313e3/-/horizon-files-prod/ed/picture/qq47p29j/519889a6c57af7bb58804684aa55528a4ffd28b8.jpg"
"1717212466-149","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","FRIGO COMBINÉ ASTECH FC 280S 4 TIROIRS A+
Neuf
Médina,
Dakar

mardi, 14:05

255 000 F Cfa

280 000 F Cfa

Économisez 8.9%

775267261","https://www.expat-dakar.com/annonce/frigo-combine-astech-fc-280s-4-tiroirs-a-6078224","FRIGO COMBINÉ ASTECH FC 280S 4 TIROIRS A+","Neuf","Médina

Dakar","280 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/94689902ae59051545ae32439f4cb520/-/horizon-files-prod/ed/picture/qv4e28g2/818579fc1f8ffbfa9918371907e37add454261dc.jpg"
"1717212470-150","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","PROMO CONGÉLATEUR 425LITRES HAIER HORIZONTAL BLANC
Neuf
Plateau,
Dakar

jeudi, 23:44

249 000 F Cfa

783050985","https://www.expat-dakar.com/annonce/promo-congelateur-425litres-haier-horizontal-blanc-6082221","PROMO CONGÉLATEUR 425LITRES HAIER HORIZONTAL BLANC","Neuf","Plateau

Dakar","249 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c47e6fa00490549c1c9b94022287a2b4/-/horizon-files-prod/ed/picture/qzvdgp5q/9881fbfd0a4329bed881efd606dc637c87a42a83.jpg"
"1717212474-151","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=6","CONGÉLATEUR 450LITRES HAIER HORIZONTAL INVERTER SILVER
Neuf
Plateau,
Dakar

Hier, 00:01

259 000 F Cfa

768882180","https://www.expat-dakar.com/annonce/congelateur-450litres-haier-horizontal-inverter-silver-6082228","CONGÉLATEUR 450LITRES HAIER HORIZONTAL INVERTER SILVER","Neuf","Plateau

Dakar","259 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1abab0654ffc1ba9e0d9cf83197fc4b7/-/horizon-files-prod/ed/picture/qwe2qp5d/0dd8c943eb68e75d698d5c8d246b661b7e83ce07.jpg"
"1717212483-152","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","PROMO CONGÉLATEUR 830LITRES FINIX HORIZONTAL 2PORTES COFFRE
Neuf
Plateau,
Dakar

Hier, 00:12

469 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-congelateur-830litres-finix-horizontal-2portes-coffre-6082230","PROMO CONGÉLATEUR 830LITRES FINIX HORIZONTAL 2PORTES COFFRE","Neuf","Plateau

Dakar","469 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/66b0a6acf475536a7f1ed180eb01e08f/-/horizon-files-prod/ed/picture/q8v5q420/4d78a5853c1dead8658abde774343fbbabd94c2e.jpg"
"1717212487-153","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","PROMO CONGÉLATEUR 250LITRES ELECTROCOOL VERTICAL 9TIROIRS
Neuf
Plateau,
Dakar

Hier, 00:21

329 000 F Cfa

770723466","https://www.expat-dakar.com/annonce/promo-congelateur-250litres-electrocool-vertical-9tiroirs-6082235","PROMO CONGÉLATEUR 250LITRES ELECTROCOOL VERTICAL 9TIROIRS","Neuf","Plateau

Dakar","329 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/74d82c254acccbcdd8af2ca8177eaf99/-/horizon-files-prod/ed/picture/qgq92wkm/e872661d33ca3ebcc3a7acc9ef721113ff930bb1.jpg"
"1717212490-154","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","Congélateur Haier hcf 478 600l
Neuf
Médina,
Dakar

Hier, 02:17

300 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/congelateur-haier-hcf-478-600l-6047551","Congélateur Haier hcf 478 600l","Neuf","Médina

Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5ba8b5ecfb550c91adfc59500f44f21/-/horizon-files-prod/ed/picture/qq47emmn/66945e4a27fd7c5035a96fc385ee613578f3300e.jpg"
"1717212495-155","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","CONGELATEUR HAIER HORIZONTAL 900 LITRES BLANC HCF788
Neuf
Médina,
Dakar

Hier, 02:17

530 000 F Cfa

776164045","https://www.expat-dakar.com/annonce/congelateur-haier-horizontal-900-litres-blanc-hcf788-6047016","CONGELATEUR HAIER HORIZONTAL 900 LITRES BLANC HCF788","Neuf","Médina

Dakar","530 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1d993369e59383ee414ef1a2789f2f44/-/horizon-files-prod/ed/picture/qpd6ezvj/7603e94ae64d774b9f3547c94ff91fd9bad4e4d5.jpg"
"1717212499-156","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","Réfrigérateur combiné astech fc 280s 4 tiroirs A×
Neuf
Médina,
Dakar

Hier, 06:00

249 000 F Cfa

290 000 F Cfa

Économisez 14.1%

775267261","https://www.expat-dakar.com/annonce/refrigerateur-combine-astech-fc-280s-4-tiroirs-a-6081891","Réfrigérateur combiné astech fc 280s 4 tiroirs A×","Neuf","Médina

Dakar","290 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8bcc54c0b8b6c9f827460bf3c7b239b3/-/horizon-files-prod/ed/picture/q0gwmwex/a17fc1618b33dfb3e6c8e4986efd33fbc64f52cf.jpg"
"1717212502-157","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","CLIMATISEUR TCL 12000BTU 1.5 CV R410
Neuf
Médina,
Dakar

Hier, 06:00

175 000 F Cfa

195 000 F Cfa

Économisez 10.3%

775267261","https://www.expat-dakar.com/annonce/climatiseur-tcl-12000btu-15-cv-r410-6077515","CLIMATISEUR TCL 12000BTU 1.5 CV R410","Neuf","Médina

Dakar","195 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0f85912721b966a8c3b4877af2fe5e7/-/horizon-files-prod/ed/picture/qj4rn0kg/51baead2d14fe861fe9b7de5df8403d3c242bd85.jpg"
"1717212505-158","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","CONGÉLATEUR FINIX BD W 300LI
Neuf
Médina,
Dakar

Hier, 06:01

185 000 F Cfa

210 000 F Cfa

Économisez 11.9%

775267261","https://www.expat-dakar.com/annonce/congelateur-finix-bd-w-300li-6077911","CONGÉLATEUR FINIX BD W 300LI","Neuf","Médina

Dakar","210 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/23dc9073d54ba0fb54d53e455c8b49ce/-/horizon-files-prod/ed/picture/qxj25v9m/6ed817324c196abcba4708561ecc8176d154dd0a.png"
"1717212510-159","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","Promo congélateur
Neuf
Plateau,
Dakar

Hier, 06:10

776048102","https://www.expat-dakar.com/annonce/promo-congelateur-6073512","Promo congélateur","Neuf","Plateau

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8788774eb3afa0cc891ab0dd6f4ebfaa/-/horizon-files-prod/ed/picture/qm5pzj9w/f14dc8c249fc7e8a37548f3a63432d9019a8e40e.jpg"
"1717212514-160","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","REFRIGERATEUR DESKA VITRINE 1 PORTE
Neuf
Plateau,
Dakar

7. mai, 15:56

250 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/refrigerateur-deska-vitrine-1-porte-6064917","REFRIGERATEUR DESKA VITRINE 1 PORTE","Neuf","Plateau

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/984c6daff7d06843a4e7f8741028645e/-/horizon-files-prod/ed/picture/q2jqenmj/b56157737ae3a434504745ccde437e785efce640.jpg"
"1717212518-161","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=5","CONGELATEUR ELACTRON VERTICAL 7TIROIRS PLAQUE ALU EL73
Neuf
Plateau,
Dakar

Hier, 08:52

310 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/congelateur-elactron-vertical-7tiroirs-plaque-alu-el73-6058606","CONGELATEUR ELACTRON VERTICAL 7TIROIRS PLAQUE ALU EL73","Neuf","Plateau

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/801ea359a02a03fd643850e20ff5a98a/-/horizon-files-prod/ed/picture/qwe24q7p/ee763b62cd8aca1ec153dea3fb3a363529ab4129.jpg"
"1717212526-162","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","CONGELATEUR ELACTRON VERTICAL 7TIROIRS SILVER EL74UPX
Neuf
Plateau,
Dakar

Hier, 08:53

279 900 F Cfa

773448645","https://www.expat-dakar.com/annonce/congelateur-elactron-vertical-7tiroirs-silver-el74upx-6058597","CONGELATEUR ELACTRON VERTICAL 7TIROIRS SILVER EL74UPX","Neuf","Plateau

Dakar","279 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f77025e3cc068f83608b37bc3bdaea7b/-/horizon-files-prod/ed/picture/q448kegv/6560686322c5e72b0cf6f9438d7c936f7dad3149.jpg"
"1717212529-163","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","CONGELATEUR ELACTRON HORIZONTAL 550LITRES SILVER EL75CFS
Neuf
Plateau,
Dakar

Hier, 08:55

275 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/congelateur-elactron-horizontal-550litres-silver-el75cfs-6058594","CONGELATEUR ELACTRON HORIZONTAL 550LITRES SILVER EL75CFS","Neuf","Plateau

Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2aceceb177f527d6be8defda89d0f984/-/horizon-files-prod/ed/picture/qwe24q60/d3c380b57b2845b489ea875411f2e1d850c7336a.jpg"
"1717212533-164","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","CONGELATEUR ELACTRON
HORIZONTAL VITRINE 250LITRES SD-165BY
Neuf
Plateau,
Dakar

Hier, 08:56

220 000 F Cfa

773448645","https://www.expat-dakar.com/annonce/congelateur-elactron-horizontal-vitrine-250litres-sd-165by-6057614","CONGELATEUR ELACTRON
HORIZONTAL VITRINE 250LITRES SD-165BY","Neuf","Plateau

Dakar","220 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff84eafb07c166f072c4d970bb6bcd07/-/horizon-files-prod/ed/picture/qkrgj4z5/4b9dd74a1c3fb40289717bec4cdc9fcbc29ffa1b.jpg"
"1717212536-165","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","CONGELATEUR ELACTRON HORIZONTAL VITRINE 400LITRES SD-265BY
Neuf
Plateau,
Dakar

Hier, 08:57

269 900 F Cfa

773448645","https://www.expat-dakar.com/annonce/congelateur-elactron-horizontal-vitrine-400litres-sd-265by-6057644","CONGELATEUR ELACTRON HORIZONTAL VITRINE 400LITRES SD-265BY","Neuf","Plateau

Dakar","269 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1118168ecca23951517ad476dd2b1e46/-/horizon-files-prod/ed/picture/q6xkpe9z/39df0c11647da3c77badc2951e55b8ab4d69f8fa.jpg"
"1717212539-166","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","Congelateur Elactron EL75CFS HORIZONTAL 550L
Neuf
Plateau,
Dakar

Hier, 09:59

Vendeur vérifié

320 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/congelateur-elactron-el75cfs-horizontal-550l-5350387","Congelateur Elactron EL75CFS HORIZONTAL 550L","Neuf","Plateau

Dakar","320 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1c71224595c5e5a052c26cadc10529a/-/horizon-files-prod/ed/picture/qzv2me6x/3b1ca39e67bf31795b2211ee387eb7fe48ab753c.jpg"
"1717212542-167","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","Réfrigérateur combiné 2T enduro A+
Neuf
Mbao,
Dakar

Hier, 10:00

170 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/refrigerateur-combine-2t-enduro-a-6082541","Réfrigérateur combiné 2T enduro A+","Neuf","Mbao

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/becbe18cf72fe83afb0a0f5a4a7cc9f3/-/horizon-files-prod/ed/picture/q56x7ppx/8a045d0a1566b9764021c3998d82ad583b49b9c4.jpg"
"1717212545-168","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","CONGELATEUR ASCOLI HORIZONTAL 300L
Neuf
Plateau,
Dakar

Hier, 10:00

Vendeur vérifié

170 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/congelateur-ascoli-horizontal-300l-5768585","CONGELATEUR ASCOLI HORIZONTAL 300L","Neuf","Plateau

Dakar","170 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5abb5c391e1b8b1b9fb78a4e2836672f/-/horizon-files-prod/ed/picture/q5642k8g/0ee823e4b6274109c87de079a6a6a2e793c87615.jpg"
"1717212548-169","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","Congélateur SOLSTAR horizontal 540L
Neuf
Plateau,
Dakar

Hier, 10:08

Vendeur vérifié

310 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/congelateur-solstar-horizontal-540l-5350398","Congélateur SOLSTAR horizontal 540L","Neuf","Plateau

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ea47ebb017084370047b46e5eb10383/-/horizon-files-prod/ed/picture/qrz2950g/59e2299891da8ea851d1fff8a32819b260115433.jpg"
"1717212551-170","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","Congélateur 6t béko plaque aluminium
Neuf
Mbao,
Dakar

Hier, 10:16

260 000 F Cfa

772828509","https://www.expat-dakar.com/annonce/congelateur-6t-beko-plaque-aluminium-6082566","Congélateur 6t béko plaque aluminium","Neuf","Mbao

Dakar","260 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd5b7a4193a15f050bd955491b29fc9a/-/horizon-files-prod/ed/picture/q6xk0qnn/68a21b26c202a1cfffdad20e08c6eac3435be9df.jpg"
"1717212554-171","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=4","Congelateur ASTECH horizontal 550L
Neuf
Plateau,
Dakar

Hier, 10:35

Vendeur vérifié

310 000 F Cfa

774578888

338238580

784455800","https://www.expat-dakar.com/annonce/congelateur-astech-horizontal-550l-5350390","Congelateur ASTECH horizontal 550L","Neuf","Plateau

Dakar","310 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/84fc1cf4953be3bb5f14873ae616df3f/-/horizon-files-prod/ed/picture/qv4m8xq5/3e10e650d2a9f3702e92e32c97190d1cde2259f1.jpg"
"1717212560-172","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","REFRIGERATEUR SAMSUNG SIDE BY SIDE 2PORTES AVEC
Neuf
Fass,
Dakar

Hier, 11:41

1 550 000 F Cfa

778546592","https://www.expat-dakar.com/annonce/refrigerateur-samsung-side-by-side-2portes-avec-6082655","REFRIGERATEUR SAMSUNG SIDE BY SIDE 2PORTES AVEC","Neuf","Fass

Dakar","1 550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/178f1cadf6f77dfb7b63636a2b1bfd02/-/horizon-files-prod/ed/picture/qxj248xw/ad5e59cce2aac5d0b61cb929568dfc66d42d0fb4.jpg"
"1717212563-173","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","Congélateur Roch 300L
Neuf
Ouakam,
Dakar

Hier, 11:52

Vendeur vérifié

169 900 F Cfa

190 000 F Cfa

Économisez 10.6%

770521414

709557473","https://www.expat-dakar.com/annonce/congelateur-roch-300l-6078076","Congélateur Roch 300L","Neuf","Ouakam

Dakar","190 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a44311bf28b355354241897af28798d/-/horizon-files-prod/ed/picture/qrzvg928/a02d0f39ad14f873728cd5479bad4b34949d08f4.jpg"
"1717212567-174","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","REFRIGERATEUR SMART TECHNOLOGY BAR 2PORTES SILVER
Neuf
Fass,
Dakar

Hier, 11:55

94 900 F Cfa

778546592","https://www.expat-dakar.com/annonce/refrigerateur-smart-technology-bar-2portes-silver-6082678","REFRIGERATEUR SMART TECHNOLOGY BAR 2PORTES SILVER","Neuf","Fass

Dakar","94 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ebbe2d01b92b9f904429a720c2ed201d/-/horizon-files-prod/ed/picture/qm5p804j/0fb13b1ef7b72c3b0c6663a171ad81ae77d9be9a.jpg"
"1717212570-175","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","REFRIGERATEUR DESKA BAR 1PORTE SD -97DK
Neuf
Fass,
Dakar

Hier, 12:03

89 900 F Cfa

778546592","https://www.expat-dakar.com/annonce/refrigerateur-deska-bar-1porte-sd-97dk-6082691","REFRIGERATEUR DESKA BAR 1PORTE SD -97DK","Neuf","Fass

Dakar","89 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/264169118a9f38598a5ab2e44d75c318/-/horizon-files-prod/ed/picture/q0gwmkzm/dbbb52bf25a59a0cb88418073080ece26293b282.jpg"
"1717212573-176","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","CONGELATEUR 400L BEKO ORIZONTALE
Neuf
Plateau,
Dakar

Hier, 12:18

250 000 F Cfa

779152473

776784088","https://www.expat-dakar.com/annonce/congelateur-400l-beko-orizontale-6082130","CONGELATEUR 400L BEKO ORIZONTALE","Neuf","Plateau

Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb1c651f9bb3ed3199f3873aa2180ef9/-/horizon-files-prod/ed/picture/q8v5q49n/a22e58f59c0b279402dbf44f9153ce81d8c72187.jpg"
"1717212576-177","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","Congélateur 300 litre smart
Neuf
Colobane,
Dakar

Hier, 13:02

164 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/congelateur-300-litre-smart-6054694","Congélateur 300 litre smart","Neuf","Colobane

Dakar","164 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/afd1cba99f78c0c0f0dd7a96637acb9b/-/horizon-files-prod/ed/picture/qwe249xk/c20f8a1f14b51c3573cd28b2513f951657745f90.jpg"
"1717212580-178","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","Congélateur 200 litre ascoli
Neuf
Colobane,
Dakar

Hier, 13:04

119 900 F Cfa

772095510","https://www.expat-dakar.com/annonce/congelateur-200-litre-ascoli-6035154","Congélateur 200 litre ascoli","Neuf","Colobane

Dakar","119 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4bad1087b5fb49a00b28d6c3bfa336b5/-/horizon-files-prod/ed/picture/qrzvxe68/7091dff4e10b9d65758ca304b6984486dc8b20ed.jpg"
"1717212584-179","https://www.expat-dakar.com/refrigerateurs-congelateurs?page=3","CONELATEUR HAIER INVERTER 400L
Neuf
Ouakam,
Dakar

Hier, 13:07

Vendeur vérifié

249 900 F Cfa

270 000 F Cfa

Économisez 7.4%

770521414

709557473","https://www.expat-dakar.com/annonce/conelateur-haier-inverter-400l-6082771","CONELATEUR HAIER INVERTER 400L","Neuf","Ouakam

Dakar","270 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d4b92f401aff3328eee2f19fcd69aee5/-/horizon-files-prod/ed/picture/qngxr9vk/635afedb6540a48686e1ea97ca6d0dd93d89a3d3.jpg"
